runId,extensionVersion,startedAtMs,startedAtKst,finishedAtMs,finishedAtKst,finalState,eventCount,droppedCount,targetUrl,reservationDate,personCount,openAtMs,openAtKst,stopAtMs,stopAtKst,timeRangeStartMinutes,timeRangeEndMinutes,configJson,seq,code,severity,component,localAtMs,localAtKst,serverAtMs,serverAtKst,state,message,errorName,errorMessage,errorStack,attr.adjacentClickOk,attr.adjacentClickedAt,attr.adjacentDate,attr.adjacentOpenDeltaMs,attr.adjacentPlannedAt,attr.adjacentScheduleDriftMs,attr.adjacentScheduledServerAtMs,attr.adjacentTimingServerAtMs,attr.adjacentTogglePhase,attr.agreement,attr.arrivalAt,attr.arrivalToClickMs,attr.arrivalToDetectMs,attr.availableCount,attr.availableMinutes,attr.availableSlotCount,attr.bodyClassification,attr.bodyLeadOverDomMs,attr.bodyReadCompletedMonoMs,attr.bodySelectedMinutes,attr.bodySequence,attr.bodyToWakeMs,attr.bridgeDelayMs,attr.bridgeReceivedMonoMs,attr.bridgeToDomMs,attr.claimAgreement,attr.claimSource,attr.classification,attr.clickOk,attr.clockArmLeadMs,attr.clockClusterSeparationMs,attr.clockCompetingSupport,attr.clockConfidence,attr.clockDominantSupport,attr.clockMedianRttMs,attr.clockObservationSpanMs,attr.clockOffsetCenterMs,attr.clockOffsetLowerMs,attr.clockOffsetMs,attr.clockOffsetUpperMs,attr.clockP95RttMs,attr.clockPhase,attr.clockSampleCount,attr.clockSource,attr.clockUncertaintyMs,attr.correlationId,attr.correlationQuality,attr.cycle,attr.diagnosticSnapshotId,attr.dialogButtons,attr.dialogCheckboxCount,attr.dialogDisabledButtonCount,attr.dialogLabel,attr.dialogQuantityControlCount,attr.dialogRadioCount,attr.dialogTitle,attr.dialogUrlKind,attr.dialogZeroDepositControlCount,attr.domCandidateMonoMs,attr.domMinutes,attr.domObservedMonoMs,attr.eventKind,attr.lastMutationMonoMs,attr.matchedSlotCount,attr.matchesTarget,attr.monoFromRunStartMs,attr.mutationGenerationAtDom,attr.mutationGenerationAtTargetClick,attr.mutationObservedAfterTarget,attr.openDeltaMs,attr.payloadClassifiedMonoMs,attr.personCount,attr.phase,attr.postSlotCertainty,attr.postSlotEvidence,attr.postSlotFingerprint,attr.postSlotStage,attr.postSlotStatus,attr.postSlotStrategy,attr.requestDate,attr.requestSentMonoMs,attr.requestSequence,attr.responseCompletedMonoMs,attr.responseStatus,attr.responseToDomMs,attr.result,attr.scheduleDriftMs,attr.scheduledServerAtMs,attr.selectedMinutes,attr.sequence,attr.slotLabel,attr.slotMinutes,attr.slotScanCount,attr.slotTransitionOutcome,attr.snapshotButtons,attr.snapshotDialogLabel,attr.snapshotDialogTitle,attr.snapshotDisabledButtonCount,attr.snapshotFingerprint,attr.snapshotHeadings,attr.snapshotRunState,attr.snapshotTextSnippet,attr.snapshotUrlKind,attr.stale,attr.state,attr.targetClickOk,attr.targetClickedAt,attr.targetOpenDeltaMs,attr.targetPlannedAt,attr.targetResponseToDomMs,attr.targetScheduleDriftMs,attr.targetScheduledServerAtMs,attr.targetSelectedAt,attr.targetTimingServerAtMs,attr.targetTogglePhase,attr.timingServerAtMs,attr.timingStage,attr.togglePhase,attr.wakeAccepted,attr.wakeAtMonoMs,attr.wakeCandidateFound,attr.wakeCorrelationQuality,attr.wakeDiscardReason,attr.wakeFallbackUsed,attr.wakeReason,attr.wakeRequestSequence,attr.wakeScanCount,attr.wakeToDomMs,attr.wakeUsed,attr.watch,attr.xhrArrivalServerAtMs
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",15,STATE_CHANGED,trace,content,"=""1784113130878""","=""2026-07-15 19:58:50.878""","=""1784113130807.95""","=""2026-07-15 19:58:50.807""",WAITING_FOR_OPEN,예약 오픈 직전까지 대기합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAITING_FOR_OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",16,CLOCK_SYNCED,trace,content,"=""1784113130890""","=""2026-07-15 19:58:50.890""","=""1784113130820.15""","=""2026-07-15 19:58:50.820""",,예약 오픈 직전 진입 시점을 결정했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.0499999970198,-1,0,LOW,2,191.75,385,1784113124992.45,1784113124493.2,-70,1784113125491.7,238.79999999701977,armed,2,APP_HEAD_HTTP_DATE,499.25,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",17,AVAILABILITY_SHADOW,trace,content,"=""1784113130921""","=""2026-07-15 19:58:50.921""","=""1784113130851.25""","=""2026-07-15 19:58:50.851""",WAITING_FOR_OPEN,슬롯 응답 shadow를 POPULATED로 분류했습니다.,,,,,,,,,,,,,,,,,2,"720,1080",,,,5832.199999988079,,,0,26.5,5858.79999999702,,,none,POPULATED,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,false,,,,,,5832.29999999702,2,body,,,,,,,260901,5770,2,5832.199999988079,200,,,,,720,2,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,false,5858.79999999702,,,untrusted_quality,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",18,STATE_CHANGED,trace,content,"=""1784113199586""","=""2026-07-15 19:59:59.586""","=""1784113199872.2502""","=""2026-07-15 19:59:59.872""",REFRESHING_SLOTS,날짜 토글로 예약 슬롯을 갱신합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REFRESHING_SLOTS,,,,,,,,,,,,,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",19,METRIC_RECORDED,trace,content,"=""1784113200828""","=""2026-07-15 20:00:00.828""","=""1784113201114.2502""","=""2026-07-15 20:00:01.114""",,예약 오픈 정각에 목표 날짜를 클릭했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,1114,,,,,,,,,,,,,,,,,1114,1784113200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784113201114.0503,target_date_click,precision,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",20,AVAILABILITY_SHADOW,trace,content,"=""1784113201552""","=""2026-07-15 20:00:01.552""","=""1784113201838.0503""","=""2026-07-15 20:00:01.838""",REFRESHING_SLOTS,슬롯 응답 shadow를 POPULATED로 분류했습니다.,,,,,,,,,,,,,,,,,2,"720,1080",,,,76408.69999998808,,,0.20000000298023224,80,76488.89999999106,,true,body,POPULATED,,,,,,,,,,,,,,,,,,cycle:1:request:3,EXACT,1,,,,,,,,,,,,,,,,,true,,,,,,76408.89999999106,2,body,,,,,,,260901,76041,3,76408.69999998808,200,,,,,720,3,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,true,76489.09999999404,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",21,AVAILABILITY_SHADOW,trace,content,"=""1784113201589""","=""2026-07-15 20:00:01.589""","=""1784113201875.1501""","=""2026-07-15 20:00:01.875""",REFRESHING_SLOTS,body wake-up 이후 DOM 후보를 확인했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,0.20000000298023224,,76488.89999999106,,,,,,,,,,,,,,,,,,,,,,,EXACT,1,,,,,,,,,,,76525.19999998808,,,,,,,,,,,,76408.89999999106,,wake_result,,,,,,,,,3,76408.69999998808,,116.5,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76489.09999999404,true,,,false,verified_target_body,,1,36.099999994039536,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",22,AVAILABILITY_SHADOW,trace,content,"=""1784113201590""","=""2026-07-15 20:00:01.590""","=""1784113201875.6501""","=""2026-07-15 20:00:01.875""",REFRESHING_SLOTS,body와 DOM 슬롯 후보를 비교했습니다.,,,,,,,,,,,,,true,,,,,,,POPULATED,117.6000000089407,,720,3,,,76488.89999999106,37.6000000089407,,body,,,,,,,,,,,,,,,,,,,cycle:1:request:3,EXACT,1,,,,,,,,,,,,720,76526.5,,76515.79999999702,,,,7,0,true,,76408.89999999106,,dom_compare,,,,,,,,,3,76408.69999998808,,,,,,,,,,,,,,,,,,,,,,,,,,,117.80000001192093,,,,,,,,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",23,DATE_TOGGLE_CYCLE,trace,content,"=""1784113201590""","=""2026-07-15 20:00:01.590""","=""1784113201875.9502""","=""2026-07-15 20:00:01.875""",REFRESHING_SLOTS,날짜 토글 #1: SLOT_FOUND,,,,true,1784113200892.0503,2026-08-31,,1784113199960,,,,,,1784113201758.1501,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,precision,,,,,,,,,,,,,SLOT_FOUND,,,,,,,1,,,,,,,,,,,,,true,1784113201114.0503,,1784113200000,,,,1784113201873.7502,,,,,,,,,EXACT,,false,,3,,,true,live,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",24,STATE_CHANGED,trace,content,"=""1784113201591""","=""2026-07-15 20:00:01.591""","=""1784113201876.85""","=""2026-07-15 20:00:01.876""",SLOT_DETECTED,오후 12:00 슬롯을 감지했습니다.,,,,,,,892,,932,1784113199960,1784113200892.0503,precision,,,,118,,,,,,,,,,,,,,,,,,,,MEDIUM,,,,,,286,,,,,,29,,,,,,,,,,,,,,,,,state,,,,72168,,,,1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLOT_DETECTED,,,1114,,,1114,1784113200000,,1784113201114.0503,precision,1784113201876.5503,slot_detected,,,,,,,,,,,,,,1784113201758.1501
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",25,SLOT_DETECTED,info,content,"=""1784113201591""","=""2026-07-15 20:00:01.591""","=""1784113201877.0503""","=""2026-07-15 20:00:01.877""",,예약 조건과 일치하는 슬롯을 찾았습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,오후 12:00,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",26,SLOT_CLICKED,info,content,"=""1784113201608""","=""2026-07-15 20:00:01.608""","=""1784113201893.6501""","=""2026-07-15 20:00:01.893""",SLOT_CLICK_DISPATCHED,오후 12:00 슬롯을 클릭했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,오후 12:00,720,,dispatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",27,STATE_CHANGED,trace,content,"=""1784113201608""","=""2026-07-15 20:00:01.608""","=""1784113201893.85""","=""2026-07-15 20:00:01.893""",SLOT_CLICK_DISPATCHED,오후 12:00 슬롯 클릭을 전달했습니다.,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,MEDIUM,,,,,,286,,,,,,29,,,,,,,,,,,,,,,,,state,,,,72185,,,,1894,,,,,,,,,,,,,,,,,,,,,오후 12:00,720,,dispatched,,,,,,,,,,,SLOT_CLICK_DISPATCHED,,,,,,,,,,,1784113201893.6501,slot_click_dispatched,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",28,STATE_CHANGED,trace,content,"=""1784113203592""","=""2026-07-15 20:00:03.592""","=""1784113203877.9502""","=""2026-07-15 20:00:03.877""",SLOT_TRANSITION_CONFIRMED,후속 예약 화면 도착을 확인했습니다. 좌석 확보 여부는 최종 예약 전까지 확정할 수 없습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,취소 | 다음,1,0,메뉴 선택,0,0,메뉴 선택,shop,0,,,,state,,,,,,,,,,,,exact,exact aria-label,ps-f3529c9c,menu,,aria-label-v1,,,,,,,,,,,,,,,confirmed,,,,,,,,,,,SLOT_TRANSITION_CONFIRMED,,,,,,,,,,,,,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",29,STATE_CHANGED,trace,content,"=""1784113203605""","=""2026-07-15 20:00:03.605""","=""1784113203890.9502""","=""2026-07-15 20:00:03.890""",ADVANCING_RESERVATION,예약 폼까지 선택적 중간 단계를 진행합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCING_RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,
run-c78a9cea-7a8d-492d-a26f-25ae5e255bda,0.2.0,"=""1784113129422""","=""2026-07-15 19:58:49.422""","=""1784113207603""","=""2026-07-15 20:00:07.603""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/bistropolpo,2026-09-01,2,"=""1784113200000""","=""2026-07-15 20:00:00.000""","=""1784113800000""","=""2026-07-15 20:10:00.000""",690,1260,"{""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784113200000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-09-01"",""stopAtMs"":1784113800000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/bistropolpo"",""timeRange"":{""endMinutes"":1260,""startMinutes"":690},""toggleIntervalMs"":100}",30,POST_SLOT_ACTION,trace,content,"=""1784113203636""","=""2026-07-15 20:00:03.636""","=""1784113203922.1501""","=""2026-07-15 20:00:03.922""",,코스 예약를 선택했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,취소 | 다음,1,0,메뉴 선택,0,0,메뉴 선택,shop,0,,,,action,,,,,,,,,,,,exact,exact aria-label,ps-f3529c9c,menu,acted,aria-label-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
