runId,extensionVersion,startedAtMs,startedAtKst,finishedAtMs,finishedAtKst,finalState,eventCount,droppedCount,targetUrl,reservationDate,personCount,openAtMs,openAtKst,stopAtMs,stopAtKst,timeRangeStartMinutes,timeRangeEndMinutes,configJson,seq,code,severity,component,localAtMs,localAtKst,serverAtMs,serverAtKst,state,message,errorName,errorMessage,errorStack,attr.adjacentClickOk,attr.adjacentClickedAt,attr.adjacentDate,attr.adjacentOpenDeltaMs,attr.adjacentPlannedAt,attr.adjacentScheduleDriftMs,attr.adjacentScheduledServerAtMs,attr.adjacentTimingServerAtMs,attr.adjacentTogglePhase,attr.agreement,attr.arrivalAt,attr.arrivalToClickMs,attr.arrivalToDetectMs,attr.availableCount,attr.availableMinutes,attr.availableSlotCount,attr.bodyClassification,attr.bodyLeadOverDomMs,attr.bodyReadCompletedMonoMs,attr.bodySelectedMinutes,attr.bodySequence,attr.bodyToWakeMs,attr.bridgeDelayMs,attr.bridgeReceivedMonoMs,attr.bridgeToDomMs,attr.claimAgreement,attr.claimSource,attr.classification,attr.clickOk,attr.clockArmLeadMs,attr.clockClusterSeparationMs,attr.clockCompetingSupport,attr.clockConfidence,attr.clockDominantSupport,attr.clockMedianRttMs,attr.clockObservationSpanMs,attr.clockOffsetCenterMs,attr.clockOffsetLowerMs,attr.clockOffsetMs,attr.clockOffsetUpperMs,attr.clockP95RttMs,attr.clockPhase,attr.clockSampleCount,attr.clockSource,attr.clockUncertaintyMs,attr.correlationId,attr.correlationQuality,attr.cycle,attr.diagnosticSnapshotId,attr.dialogButtons,attr.dialogCheckboxCount,attr.dialogDisabledButtonCount,attr.dialogLabel,attr.dialogQuantityControlCount,attr.dialogRadioCount,attr.dialogTitle,attr.dialogUrlKind,attr.dialogZeroDepositControlCount,attr.domMinutes,attr.domObservedMonoMs,attr.eventKind,attr.lastMutationMonoMs,attr.matchedSlotCount,attr.matchesTarget,attr.monoFromRunStartMs,attr.mutationGenerationAtDom,attr.mutationGenerationAtTargetClick,attr.mutationObservedAfterTarget,attr.openDeltaMs,attr.payloadClassifiedMonoMs,attr.personCount,attr.phase,attr.postSlotCertainty,attr.postSlotEvidence,attr.postSlotFingerprint,attr.postSlotStage,attr.postSlotStrategy,attr.requestDate,attr.requestSentMonoMs,attr.requestSequence,attr.responseCompletedMonoMs,attr.responseStatus,attr.result,attr.scheduleDriftMs,attr.scheduledServerAtMs,attr.selectedMinutes,attr.sequence,attr.slotLabel,attr.slotMinutes,attr.slotScanCount,attr.slotTransitionOutcome,attr.snapshotButtons,attr.snapshotDialogLabel,attr.snapshotDialogTitle,attr.snapshotDisabledButtonCount,attr.snapshotFingerprint,attr.snapshotHeadings,attr.snapshotRunState,attr.snapshotTextSnippet,attr.snapshotUrlKind,attr.stale,attr.state,attr.targetClickOk,attr.targetClickedAt,attr.targetOpenDeltaMs,attr.targetPlannedAt,attr.targetResponseToDomMs,attr.targetScheduleDriftMs,attr.targetScheduledServerAtMs,attr.targetSelectedAt,attr.targetTimingServerAtMs,attr.targetTogglePhase,attr.timingServerAtMs,attr.timingStage,attr.togglePhase,attr.wakeAccepted,attr.wakeAtMonoMs,attr.wakeCorrelationQuality,attr.wakeDiscardReason,attr.wakeFallbackUsed,attr.wakeRequestSequence,attr.wakeUsed,attr.watch,attr.xhrArrivalServerAtMs
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",14,CLOCK_SYNCED,trace,content,"=""1784109528877""","=""2026-07-15 18:58:48.877""","=""1784109529142.25""","=""2026-07-15 18:58:49.142""",,예약 오픈 직전 진입 시점을 결정했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.3499023467302,-1,0,LOW,2,144.45000000298023,289.6000000089407,1784109525332.25,1784109524832.6,265,1784109525831.9,158.70000000298023,armed,2,APP_HEAD_HTTP_DATE,499.64990234375,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",15,AVAILABILITY_SHADOW,trace,content,"=""1784109528934""","=""2026-07-15 18:58:48.934""","=""1784109529199.15""","=""2026-07-15 18:58:49.199""",WAITING_FOR_OPEN,슬롯 응답 shadow를 EMPTY로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,3842.2000000029802,,,0,24.5,3866.800000011921,,,none,EMPTY,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,false,,,,,,3842.300000011921,2,body,,,,,,260801,3708.800000011921,2,3842.2000000029802,200,,,,,2,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,false,3866.800000011921,,untrusted_quality,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",16,STATE_CHANGED,trace,content,"=""1784109598960""","=""2026-07-15 18:59:58.960""","=""1784109599143.15""","=""2026-07-15 18:59:59.143""",REFRESHING_SLOTS,날짜 토글로 예약 슬롯을 갱신합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REFRESHING_SLOTS,,,,,,,,,,,,,,,,,,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",17,AVAILABILITY_SHADOW,trace,content,"=""1784109599279""","=""2026-07-15 18:59:59.279""","=""1784109599461.25""","=""2026-07-15 18:59:59.461""",REFRESHING_SLOTS,슬롯 응답 shadow를 IRRELEVANT로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,74203.10000000894,,,0,7.299999997019768,74210.40000000596,,,none,IRRELEVANT,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,false,,,,,,74203.10000000894,2,body,,,,,,260731,74070.30000001192,3,74203.10000000894,0,,,,,3,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,false,74210.40000000596,,untrusted_quality,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",18,AVAILABILITY_SHADOW,trace,content,"=""1784109599497""","=""2026-07-15 18:59:59.497""","=""1784109599680.15""","=""2026-07-15 18:59:59.680""",REFRESHING_SLOTS,슬롯 응답 shadow를 EMPTY로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,74413.30000001192,,,0.20000000298023224,15.799999997019768,74429.20000000298,,,none,EMPTY,,,,,,,,,,,,,,,,,,cycle:1:request:4,EXACT,1,,,,,,,,,,,,,,,,true,,,,,,74413.40000000596,2,body,,,,,,260801,74203.70000000298,4,74413.30000001192,200,,,,,4,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,false,74429.40000000596,,no_matching_slot,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",19,DATE_TOGGLE_CYCLE,trace,content,"=""1784109599733""","=""2026-07-15 18:59:59.733""","=""1784109599915.25""","=""2026-07-15 18:59:59.915""",REFRESHING_SLOTS,날짜 토글 #1: NO_SLOT,,,,true,1784109599218.95,2026-07-31,,1784109599203.65,,,,,,1784109599664.3499,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,warmup,,,,,,,,,,,NO_SLOT,,,,,,,18,,,,,,,,,,,,,true,1784109599365.75,,1784109599243.65,,,,1784109599464.95,,,,,,,,,,true,,false,live,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",20,METRIC_RECORDED,trace,content,"=""1784109599872""","=""2026-07-15 18:59:59.872""","=""1784109600055.0498""","=""2026-07-15 19:00:00.055""",,예약 오픈 정각에 목표 날짜를 클릭했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,55,,,,,,,,,,,,,,,55,1784109600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784109600054.95,target_date_click,precision,,,,,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",21,AVAILABILITY_SHADOW,trace,content,"=""1784109599947""","=""2026-07-15 18:59:59.947""","=""1784109600129.45""","=""2026-07-15 19:00:00.129""",REFRESHING_SLOTS,슬롯 응답 shadow를 IRRELEVANT로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,74861.5,,,0.09999999403953552,17.100000008940697,74878.60000000894,,,none,IRRELEVANT,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,false,,,,,,74861.5,2,body,,,,,,260731,74778.5,5,74861.5,0,,,,,5,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,false,74878.70000000298,,untrusted_quality,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",22,DATE_TOGGLE_CYCLE,trace,content,"=""1784109600199""","=""2026-07-15 19:00:00.199""","=""1784109600381.3499""","=""2026-07-15 19:00:00.381""",REFRESHING_SLOTS,날짜 토글 #2: NO_SLOT,,,,true,1784109599971.0498,2026-07-31,,1784109599960,,,,,,1784109600129.5498,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,precision,,,,,,,,,,,NO_SLOT,,,,,,,11,,,,,,,,,,,,,true,1784109600054.95,,1784109600000,,,,1784109600141.3499,,,,,,,,,,true,,false,live,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",23,AVAILABILITY_SHADOW,trace,content,"=""1784109600447""","=""2026-07-15 19:00:00.447""","=""1784109600629.95""","=""2026-07-15 19:00:00.629""",REFRESHING_SLOTS,슬롯 응답 shadow를 IRRELEVANT로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,75366.90000000596,,,0,12.299999997019768,75379.20000000298,,,none,IRRELEVANT,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,false,,,,,,75366.90000000596,2,body,,,,,,260731,75275.90000000596,6,75366.90000000596,0,,,,,6,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,false,75379.20000000298,,untrusted_quality,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",24,DATE_TOGGLE_CYCLE,trace,content,"=""1784109600699""","=""2026-07-15 19:00:00.699""","=""1784109600881.15""","=""2026-07-15 19:00:00.881""",REFRESHING_SLOTS,날짜 토글 #3: NO_SLOT,,,,true,1784109600469.65,2026-07-31,,1784109600460,,,,,,1784109600630.15,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,,,,,,precision,,,,,,,,,,,NO_SLOT,,,,,,,11,,,,,,,,,,,,,true,1784109600554.3499,,1784109600500,,,,1784109600633.45,,,,,,,,,,true,,false,live,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",25,AVAILABILITY_SHADOW,trace,content,"=""1784109600921""","=""2026-07-15 19:00:00.921""","=""1784109601104.15""","=""2026-07-15 19:00:01.104""",REFRESHING_SLOTS,슬롯 응답 shadow를 IRRELEVANT로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,75842.60000000894,,,0,10.799999997019768,75853.40000000596,,,none,IRRELEVANT,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,false,,,,,,75842.60000000894,2,body,,,,,,260731,75772.10000000894,7,75842.60000000894,0,,,,,7,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,false,75853.40000000596,,untrusted_quality,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",26,AVAILABILITY_SHADOW,trace,content,"=""1784109601093""","=""2026-07-15 19:00:01.093""","=""1784109601275.25""","=""2026-07-15 19:00:01.275""",REFRESHING_SLOTS,슬롯 응답 shadow를 POPULATED로 분류했습니다.,,,,,,,,,,,,,,,,,2,"960,1170",,,,75998,,,0.09999999403953552,26.200000002980232,76024.40000000596,,,none,POPULATED,,,,,,,,,,,,,,,,,,cycle:3:request:8,EXACT,3,,,,,,,,,,,,,,,,true,,,,,,75998.20000000298,2,body,,,,,,260801,75843.10000000894,8,75998,200,,,,1170,8,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,false,76024.5,,inactive_cycle,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",27,AVAILABILITY_SHADOW,trace,content,"=""1784109601093""","=""2026-07-15 19:00:01.093""","=""1784109601276.0498""","=""2026-07-15 19:00:01.276""",REFRESHING_SLOTS,body와 DOM 슬롯 후보를 비교했습니다.,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,dom,,,,,,,,,,,,,,,,,,,,NONE,4,,,,,,,,,,,1170,76025.20000000298,,76023.90000000596,,,,28,24,true,,,,dom_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-f3aba3bd-0b9e-4b2d-9825-fa75707c31df,0.2.0,"=""1784109527103""","=""2026-07-15 18:58:47.103""","=""1784109606146""","=""2026-07-15 19:00:06.146""",HANDED_OFF,33,0,https://app.catchtable.co.kr/ct/shop/yunjudang_,2026-08-01,2,"=""1784109600000""","=""2026-07-15 19:00:00.000""","=""1784110200000""","=""2026-07-15 19:10:00.000""",1020,1260,"{""clockSampleCount"":9,""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784109600000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":2,""postSlotEnabled"":true,""preOpenLeadMs"":200,""priorityTimes"":[],""reservationDate"":""2026-08-01"",""stopAtMs"":1784110200000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/yunjudang_"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",28,DATE_TOGGLE_CYCLE,trace,content,"=""1784109601093""","=""2026-07-15 19:00:01.093""","=""1784109601276.0498""","=""2026-07-15 19:00:01.276""",REFRESHING_SLOTS,날짜 토글 #4: SLOT_FOUND,,,,true,1784109600971.75,2026-07-31,,1784109600960,,,,,,1784109601249.0498,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,precision,,,,,,,,,,,SLOT_FOUND,,,,,,,6,,,,,,,,,,,,,true,1784109601049.75,,1784109601000,,,,1784109601112.3499,,,,,,,,,,true,,false,live,
