runId,extensionVersion,startedAtMs,startedAtKst,finishedAtMs,finishedAtKst,finalState,eventCount,droppedCount,targetUrl,reservationDate,personCount,openAtMs,openAtKst,stopAtMs,stopAtKst,timeRangeStartMinutes,timeRangeEndMinutes,configJson,seq,code,severity,component,localAtMs,localAtKst,serverAtMs,serverAtKst,state,message,errorName,errorMessage,errorStack,attr.adjacentClickOk,attr.adjacentClickedAt,attr.adjacentDate,attr.adjacentOpenDeltaMs,attr.adjacentPlannedAt,attr.adjacentScheduleDriftMs,attr.adjacentScheduledServerAtMs,attr.adjacentTimingServerAtMs,attr.adjacentTogglePhase,attr.agreement,attr.arrivalAt,attr.arrivalToClickMs,attr.arrivalToDetectMs,attr.availableCount,attr.availableMinutes,attr.availableSlotCount,attr.bodyClassification,attr.bodyLeadOverDomMs,attr.bodyReadCompletedMonoMs,attr.bodySelectedMinutes,attr.bodySequence,attr.bodyToWakeMs,attr.bridgeDelayMs,attr.bridgeReceivedMonoMs,attr.bridgeToDomMs,attr.claimAgreement,attr.claimSource,attr.classification,attr.clickOk,attr.clockArmLeadMs,attr.clockClusterSeparationMs,attr.clockCompetingSupport,attr.clockConfidence,attr.clockDominantSupport,attr.clockMedianRttMs,attr.clockObservationSpanMs,attr.clockOffsetCenterMs,attr.clockOffsetLowerMs,attr.clockOffsetMs,attr.clockOffsetUpperMs,attr.clockP95RttMs,attr.clockPhase,attr.clockSampleCount,attr.clockSource,attr.clockUncertaintyMs,attr.correlationId,attr.correlationQuality,attr.cycle,attr.dialogButtons,attr.dialogCheckboxCount,attr.dialogDisabledButtonCount,attr.dialogLabel,attr.dialogQuantityControlCount,attr.dialogRadioCount,attr.dialogTitle,attr.dialogUrlKind,attr.dialogZeroDepositControlCount,attr.domMinutes,attr.domObservedMonoMs,attr.eventKind,attr.lastMutationMonoMs,attr.matchedSlotCount,attr.matchesTarget,attr.monoFromRunStartMs,attr.mutationGenerationAtDom,attr.mutationGenerationAtTargetClick,attr.mutationObservedAfterTarget,attr.openDeltaMs,attr.payloadClassifiedMonoMs,attr.personCount,attr.phase,attr.postSlotCertainty,attr.postSlotEvidence,attr.postSlotFingerprint,attr.postSlotStage,attr.postSlotStatus,attr.postSlotStrategy,attr.requestDate,attr.requestSentMonoMs,attr.requestSequence,attr.responseCompletedMonoMs,attr.responseStatus,attr.result,attr.selectedMinutes,attr.sequence,attr.slotLabel,attr.slotMinutes,attr.slotScanCount,attr.slotTransitionOutcome,attr.snapshotButtons,attr.snapshotDialogLabel,attr.snapshotDialogTitle,attr.snapshotDisabledButtonCount,attr.snapshotFingerprint,attr.snapshotHeadings,attr.snapshotRunState,attr.snapshotTextSnippet,attr.snapshotUrlKind,attr.stale,attr.state,attr.targetClickOk,attr.targetClickedAt,attr.targetOpenDeltaMs,attr.targetPlannedAt,attr.targetResponseToDomMs,attr.targetScheduleDriftMs,attr.targetScheduledServerAtMs,attr.targetSelectedAt,attr.targetTimingServerAtMs,attr.targetTogglePhase,attr.timingServerAtMs,attr.timingStage,attr.wakeAccepted,attr.wakeAtMonoMs,attr.wakeCorrelationQuality,attr.wakeDiscardReason,attr.wakeFallbackUsed,attr.wakeRequestSequence,attr.wakeUsed,attr.watch,attr.xhrArrivalServerAtMs
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",24,AVAILABILITY_SHADOW,trace,content,"=""1784091600362""","=""2026-07-15 14:00:00.362""","=""1784091600961.5""","=""2026-07-15 14:00:00.961""",REFRESHING_SLOTS,body와 DOM 슬롯 후보를 비교했습니다.,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,dom,,,,,,,,,,,,,,,,,,,,NONE,4,,,,,,,,,,1020,75179.70000000298,,75166.80000000447,,,,37,34,true,,,,dom_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",25,DATE_TOGGLE_CYCLE,trace,content,"=""1784091600362""","=""2026-07-15 14:00:00.362""","=""1784091600961.6""","=""2026-07-15 14:00:00.961""",REFRESHING_SLOTS,날짜 토글 #4: SLOT_FOUND,,,,true,1784091600775.2,2026-08-24,,1784091600760,,,,,,1784091600911.7,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,7,,,,,,,,,precision,,,,,,,,,,,,SLOT_FOUND,,,,,2,,,,,,,,,,,,,true,1784091600842.4,,1784091600800,,,,1784091600887.2,,,,,,,,,true,,false,live,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",26,STATE_CHANGED,trace,content,"=""1784091600362""","=""2026-07-15 14:00:00.362""","=""1784091600961.9""","=""2026-07-15 14:00:00.961""",SLOT_DETECTED,오후 5:00 슬롯을 감지했습니다.,,,,,,,775,,15,1784091600760,1784091600775.2,precision,,,,50,,,,,,,,,,,,,,,,,,,,MEDIUM,,,,,,600,,,,,,123,,,,,,,,,,,,,,,state,,,,20920,,,,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLOT_DETECTED,,,842,,,42,1784091600800,,1784091600842.4,precision,1784091600961.7,slot_detected,,,,,,,,,1784091600911.7
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",27,SLOT_DETECTED,info,content,"=""1784091600362""","=""2026-07-15 14:00:00.362""","=""1784091600962""","=""2026-07-15 14:00:00.962""",,예약 조건과 일치하는 슬롯을 찾았습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detect,,,,,,,,,,,,,,,,,,,,,,,,,,오후 5:00,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",28,SLOT_CLICKED,info,content,"=""1784091600372""","=""2026-07-15 14:00:00.372""","=""1784091600971.9""","=""2026-07-15 14:00:00.971""",SLOT_CLICK_DISPATCHED,오후 5:00 슬롯을 클릭했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,오후 5:00,1020,,dispatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",29,STATE_CHANGED,trace,content,"=""1784091600372""","=""2026-07-15 14:00:00.372""","=""1784091600972""","=""2026-07-15 14:00:00.972""",SLOT_CLICK_DISPATCHED,오후 5:00 슬롯 클릭을 전달했습니다.,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,MEDIUM,,,,,,600,,,,,,123,,,,,,,,,,,,,,,state,,,,20930,,,,972,,,,,,,,,,,,,,,,,,오후 5:00,1020,,dispatched,,,,,,,,,,,SLOT_CLICK_DISPATCHED,,,,,,,,,,,1784091600971.9,slot_click_dispatched,,,,,,,,,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",30,STATE_CHANGED,trace,content,"=""1784091600854""","=""2026-07-15 14:00:00.854""","=""1784091601453.6""","=""2026-07-15 14:00:01.453""",SLOT_TRANSITION_CONFIRMED,후속 예약 화면 도착을 확인했습니다. 좌석 확보 여부는 최종 예약 전까지 확정할 수 없습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이전 | 다음,0,12,추가 상품,0,0,추가 상품,shop,0,,,state,,,,,,,,,,,,exact,exact aria-label,ps-ef70b0b3,extras,,aria-label-v1,,,,,,,,,,,,confirmed,,,,,,,,,,,SLOT_TRANSITION_CONFIRMED,,,,,,,,,,,,,,,,,,,,,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",31,STATE_CHANGED,trace,content,"=""1784091600854""","=""2026-07-15 14:00:00.854""","=""1784091601453.8""","=""2026-07-15 14:00:01.453""",ADVANCING_RESERVATION,예약 폼까지 선택적 중간 단계를 진행합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCING_RESERVATION,,,,,,,,,,,,,,,,,,,,,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",32,POST_SLOT_ACTION,trace,content,"=""1784091600866""","=""2026-07-15 14:00:00.866""","=""1784091601466.1""","=""2026-07-15 14:00:01.466""",,추가 상품을 선택하지 않고 진행했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이전 | 다음,0,12,추가 상품,0,0,추가 상품,shop,0,,,action,,,,,,,,,,,,exact,exact aria-label,ps-ef70b0b3,extras,acted,aria-label-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",33,POST_SLOT_ACTION,trace,content,"=""1784091600929""","=""2026-07-15 14:00:00.929""","=""1784091601528.5""","=""2026-07-15 14:00:01.528""",,예약금 결제 방법을 확인했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이전 | 다음,0,0,결제 방식 선택,0,2,결제 방식 선택,shop,0,,,action,,,,,,,,,,,,supported,deposit method title | radio controls | progress button,ps-acb50074,deposit,acted,deposit-method-title-structure-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-31542f72-cdb8-403d-b956-d6a5cf7b6b28,0.2.0,"=""1784091579442""","=""2026-07-15 13:59:39.442""","=""1784091601040""","=""2026-07-15 14:00:01.040""",HANDED_OFF,34,0,https://app.catchtable.co.kr/ct/shop/laviok,2026-08-25,2,"=""1784091600000""","=""2026-07-15 14:00:00.000""","=""1784092200000""","=""2026-07-15 14:10:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/laviok"",""openAtMs"":1784091600000,""reservationDate"":""2026-08-25"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784092200000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100}",34,RUN_TERMINATED,trace,content,"=""1784091601040""","=""2026-07-15 14:00:01.040""","=""1784091601639.7""","=""2026-07-15 14:00:01.639""",HANDED_OFF,알 수 없는 단계 화면은 자동 진행하지 않습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,닫기 | 전액 할인의 기회이 방식으로 예약,0,0,,0,0,,shop,0,,,state,,,,,,,,,,,,unknown,unsupported dialog structure,ps-4c7db189,unknown,,unknown-dialog-v1,,,,,,,,,,,,,닫기 | 전액 할인의 기회이 방식으로 예약,,,0,ss-5cdff2eb,,ADVANCING_RESERVATION,전액 할인의 주인공은 누구?자동결제 이용하면무조건 랜덤 할인매일 당첨자 추첨닫기전액 할인의 기회이 방식으로 예약,shop,,HANDED_OFF,,,,,,,,,,,,,,,,,,,,,
