runId,extensionVersion,startedAtMs,startedAtKst,finishedAtMs,finishedAtKst,finalState,eventCount,droppedCount,targetUrl,reservationDate,personCount,openAtMs,openAtKst,stopAtMs,stopAtKst,timeRangeStartMinutes,timeRangeEndMinutes,configJson,seq,code,severity,component,localAtMs,localAtKst,serverAtMs,serverAtKst,state,message,errorName,errorMessage,errorStack,attr.adjacentClickOk,attr.adjacentClickedAt,attr.adjacentDate,attr.adjacentOpenDeltaMs,attr.adjacentPlannedAt,attr.adjacentScheduleDriftMs,attr.adjacentScheduledServerAtMs,attr.adjacentTimingServerAtMs,attr.adjacentTogglePhase,attr.agreement,attr.arrivalAt,attr.arrivalToClickMs,attr.arrivalToDetectMs,attr.availableSlotCount,attr.bodyClassification,attr.bodyLeadOverDomMs,attr.bodySelectedMinutes,attr.bodySequence,attr.bridgeReceivedMonoMs,attr.bridgeToDomMs,attr.claimSource,attr.clickOk,attr.clockArmLeadMs,attr.clockClusterSeparationMs,attr.clockCompetingSupport,attr.clockConfidence,attr.clockDominantSupport,attr.clockMedianRttMs,attr.clockObservationSpanMs,attr.clockOffsetCenterMs,attr.clockOffsetLowerMs,attr.clockOffsetMs,attr.clockOffsetUpperMs,attr.clockP95RttMs,attr.clockPhase,attr.clockSampleCount,attr.clockSource,attr.clockUncertaintyMs,attr.correlationId,attr.correlationQuality,attr.cycle,attr.dialogButtons,attr.dialogCheckboxCount,attr.dialogDisabledButtonCount,attr.dialogLabel,attr.dialogQuantityControlCount,attr.dialogRadioCount,attr.dialogTitle,attr.dialogUrlKind,attr.dialogZeroDepositControlCount,attr.domMinutes,attr.domObservedMonoMs,attr.eventKind,attr.lastMutationMonoMs,attr.matchedSlotCount,attr.monoFromRunStartMs,attr.mutationGenerationAtDom,attr.mutationGenerationAtTargetClick,attr.mutationObservedAfterTarget,attr.openDeltaMs,attr.payloadClassifiedMonoMs,attr.phase,attr.postSlotCertainty,attr.postSlotEvidence,attr.postSlotFingerprint,attr.postSlotStage,attr.postSlotStatus,attr.postSlotStrategy,attr.requestSequence,attr.responseCompletedMonoMs,attr.result,attr.slotLabel,attr.slotMinutes,attr.slotScanCount,attr.slotTransitionOutcome,attr.state,attr.targetClickOk,attr.targetClickedAt,attr.targetOpenDeltaMs,attr.targetPlannedAt,attr.targetResponseToDomMs,attr.targetScheduleDriftMs,attr.targetScheduledServerAtMs,attr.targetSelectedAt,attr.targetTimingServerAtMs,attr.targetTogglePhase,attr.timingServerAtMs,attr.timingStage,attr.wakeCorrelationQuality,attr.wakeFallbackUsed,attr.wakeRequestSequence,attr.wakeUsed,attr.watch,attr.xhrArrivalServerAtMs
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",11,STATE_CHANGED,trace,content,"=""1784165359661""","=""2026-07-16 10:29:19.661""","=""1784165359650.4""","=""2026-07-16 10:29:19.650""",WAITING_FOR_OPEN,예약 오픈 직전까지 대기합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,WAITING_FOR_OPEN,,,,,,,,,,,,,,,,,,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",12,CLOCK_SYNCED,trace,content,"=""1784165359669""","=""2026-07-16 10:29:19.669""","=""1784165359658.8""","=""2026-07-16 10:29:19.658""",,예약 오픈 직전 진입 시점을 결정했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,814.2999267578125,-1,0,LOW,2,87.44999999925494,175.29999999701977,1784165325202.9,1784165324703.1,-10,1784165325702.7,114.5,armed,2,APP_HEAD_HTTP_DATE,499.7999267578125,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",13,STATE_CHANGED,trace,content,"=""1784165398967""","=""2026-07-16 10:29:58.967""","=""1784165399188.0498""","=""2026-07-16 10:29:59.188""",REFRESHING_SLOTS,날짜 토글로 예약 슬롯을 갱신합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,REFRESHING_SLOTS,,,,,,,,,,,,,,,,,,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",14,DATE_TOGGLE_CYCLE,trace,content,"=""1784165399849""","=""2026-07-16 10:29:59.849""","=""1784165400068.75""","=""2026-07-16 10:30:00.068""",REFRESHING_SLOTS,날짜 토글 #1: NO_SLOT,,,,true,1784165399272.25,2026-08-21,,1784165399248.95,,,,,,1784165399816.0498,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,warmup,,,,,,,,,NO_SLOT,,,6,,,true,1784165399553.5498,,1784165399288.95,,,,1784165399775.0498,,,,,,true,,false,live,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",15,DATE_TOGGLE_CYCLE,trace,content,"=""1784165400784""","=""2026-07-16 10:30:00.784""","=""1784165401004.8499""","=""2026-07-16 10:30:01.004""",REFRESHING_SLOTS,날짜 토글 #2: NO_SLOT,,,,true,1784165400187.95,2026-08-21,,1784165400160,,,,,,1784165400752.65,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,precision,,,,,,,,,NO_SLOT,,,10,,,true,1784165400482.3499,,1784165400200,,,,1784165400784.8499,,,,,,true,,false,live,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",16,AVAILABILITY_SHADOW,trace,content,"=""1784165401531""","=""2026-07-16 10:30:01.531""","=""1784165401751.25""","=""2026-07-16 10:30:01.751""",REFRESHING_SLOTS,body와 DOM 슬롯 후보를 비교했습니다.,,,,,,,,,,,,,,,,,,none,,,,,,dom,,,,,,,,,,,,,,,,,,,NONE,3,,,,,,,,,,1020,76314.10000000149,,76241.89999999851,,,24,21,true,,,dom_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",17,DATE_TOGGLE_CYCLE,trace,content,"=""1784165401531""","=""2026-07-16 10:30:01.531""","=""1784165401751.45""","=""2026-07-16 10:30:01.751""",REFRESHING_SLOTS,날짜 토글 #3: SLOT_FOUND,,,,true,1784165401082.95,2026-08-21,,1784165401060,,,,,,1784165401554.3499,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,precision,,,,,,,,,SLOT_FOUND,,,2,,,true,1784165401363.8499,,1784165401100,,,,1784165401539.8499,,,,,,true,,false,live,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",18,STATE_CHANGED,trace,content,"=""1784165401532""","=""2026-07-16 10:30:01.532""","=""1784165401752.15""","=""2026-07-16 10:30:01.752""",SLOT_DETECTED,오후 5:00 슬롯을 감지했습니다.,,,,,,,1083,,23,1784165401060,1784165401082.95,precision,,,,198,,,,,,,,,,,,,MEDIUM,,,,,,221,,,,,,93,,,,,,,,,,,,,,,state,,,42080,,,,1752,,,,,,,,,,,,,,,,SLOT_DETECTED,,,1364,,,264,1784165401100,,1784165401363.8499,precision,1784165401751.8499,slot_detected,,,,,,1784165401554.3499
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",19,SLOT_DETECTED,info,content,"=""1784165401532""","=""2026-07-16 10:30:01.532""","=""1784165401752.45""","=""2026-07-16 10:30:01.752""",,예약 조건과 일치하는 슬롯을 찾았습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detect,,,,,,,,,,,,,,,,,,,오후 5:00,1020,,,,,,,,,,,,,,,,,,,,,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",20,SLOT_CLICKED,info,content,"=""1784165401549""","=""2026-07-16 10:30:01.549""","=""1784165401769.75""","=""2026-07-16 10:30:01.769""",SLOT_CLICK_DISPATCHED,오후 5:00 슬롯을 클릭했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,오후 5:00,1020,,dispatched,,,,,,,,,,,,,,,,,,,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",21,STATE_CHANGED,trace,content,"=""1784165401549""","=""2026-07-16 10:30:01.549""","=""1784165401769.75""","=""2026-07-16 10:30:01.769""",SLOT_CLICK_DISPATCHED,오후 5:00 슬롯 클릭을 전달했습니다.,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,MEDIUM,,,,,,221,,,,,,93,,,,,,,,,,,,,,,state,,,42097,,,,1770,,,,,,,,,,,,오후 5:00,1020,,dispatched,SLOT_CLICK_DISPATCHED,,,,,,,,,,,1784165401769.75,slot_click_dispatched,,,,,,
run-e6282c7e-5141-4300-9e02-bfea32e0c58a,0.2.0,"=""1784165359448""","=""2026-07-16 10:29:19.448""","=""1784165404899""","=""2026-07-16 10:30:04.899""",HANDED_OFF,27,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-22,2,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",960,1200,"{""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""openAtMs"":1784165400000,""reservationDate"":""2026-08-22"",""personCount"":2,""timeRange"":{""startMinutes"":960,""endMinutes"":1200},""priorityTimes"":[],""postSlotEnabled"":true,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""tablePreference"":""any"",""menuKeyword"":"""",""stopAtMs"":1784166000000,""entryMode"":""auto"",""dryRun"":false,""preOpenLeadMs"":200,""toggleIntervalMs"":100,""availabilityProbeMode"":""empty_exit""}",22,STATE_CHANGED,trace,content,"=""1784165402723""","=""2026-07-16 10:30:02.723""","=""1784165402943.3499""","=""2026-07-16 10:30:02.943""",SLOT_TRANSITION_CONFIRMED,후속 예약 화면 도착을 확인했습니다. 좌석 확보 여부는 최종 예약 전까지 확정할 수 없습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | 취소 | 확인,0,18,메뉴 선택,18,0,메뉴 선택,shop,0,,,state,,,,,,,,,,exact,exact aria-label,ps-11b2299d,menu,,aria-label-v1,,,,,,,confirmed,SLOT_TRANSITION_CONFIRMED,,,,,,,,,,,,,,,,,,
