runId,extensionVersion,startedAtMs,startedAtKst,finishedAtMs,finishedAtKst,finalState,eventCount,droppedCount,targetUrl,reservationDate,personCount,openAtMs,openAtKst,stopAtMs,stopAtKst,timeRangeStartMinutes,timeRangeEndMinutes,configJson,seq,code,severity,component,localAtMs,localAtKst,serverAtMs,serverAtKst,state,message,errorName,errorMessage,errorStack,attr.adjacentClickOk,attr.adjacentClickedAt,attr.adjacentDate,attr.adjacentOpenDeltaMs,attr.adjacentPlannedAt,attr.adjacentScheduleDriftMs,attr.adjacentScheduledServerAtMs,attr.adjacentTimingServerAtMs,attr.adjacentTogglePhase,attr.agreement,attr.arrivalAt,attr.arrivalToClickMs,attr.arrivalToDetectMs,attr.availableCount,attr.availableMinutes,attr.availableSlotCount,attr.bodyClassification,attr.bodyLeadOverDomMs,attr.bodyReadCompletedMonoMs,attr.bodySelectedMinutes,attr.bodySequence,attr.bodyToExitMs,attr.bodyToWakeMs,attr.bridgeDelayMs,attr.bridgeReceivedMonoMs,attr.bridgeToDomMs,attr.claimAgreement,attr.claimSource,attr.classification,attr.clickOk,attr.clockArmLeadMs,attr.clockClusterSeparationMs,attr.clockCompetingSupport,attr.clockConfidence,attr.clockDominantSupport,attr.clockMedianRttMs,attr.clockObservationSpanMs,attr.clockOffsetCenterMs,attr.clockOffsetLowerMs,attr.clockOffsetMs,attr.clockOffsetUpperMs,attr.clockP95RttMs,attr.clockPhase,attr.clockSampleCount,attr.clockSource,attr.clockUncertaintyMs,attr.correlationId,attr.correlationQuality,attr.cycle,attr.dialogButtons,attr.dialogCheckboxCount,attr.dialogDisabledButtonCount,attr.dialogLabel,attr.dialogQuantityControlCount,attr.dialogRadioCount,attr.dialogTitle,attr.dialogUrlKind,attr.dialogZeroDepositControlCount,attr.domMinutes,attr.domObservedMonoMs,attr.emptyEarlyExitApplied,attr.eventKind,attr.exitAtMonoMs,attr.finalDomCandidateFound,attr.lastMutationMonoMs,attr.matchedSlotCount,attr.matchesTarget,attr.monoFromRunStartMs,attr.mutationGenerationAtDom,attr.mutationGenerationAtTargetClick,attr.mutationObservedAfterTarget,attr.openDeltaMs,attr.payloadClassifiedMonoMs,attr.personCount,attr.phase,attr.postSlotCertainty,attr.postSlotEvidence,attr.postSlotFingerprint,attr.postSlotStage,attr.postSlotStatus,attr.postSlotStrategy,attr.requestDate,attr.requestSentMonoMs,attr.requestSequence,attr.responseCompletedMonoMs,attr.responseStatus,attr.result,attr.selectedMinutes,attr.sequence,attr.signalKind,attr.slotLabel,attr.slotMinutes,attr.slotScanCount,attr.slotTransitionOutcome,attr.stale,attr.state,attr.targetClickOk,attr.targetClickedAt,attr.targetOpenDeltaMs,attr.targetPlannedAt,attr.targetResponseToDomMs,attr.targetScheduleDriftMs,attr.targetScheduledServerAtMs,attr.targetSelectedAt,attr.targetStillSelected,attr.targetTimingServerAtMs,attr.targetTogglePhase,attr.timingServerAtMs,attr.timingStage,attr.wakeAccepted,attr.wakeAtMonoMs,attr.wakeCorrelationQuality,attr.wakeDiscardReason,attr.wakeFallbackUsed,attr.wakeRequestSequence,attr.wakeUsed,attr.watch,attr.xhrArrivalServerAtMs
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",33,AVAILABILITY_SHADOW,trace,content,"=""1784165399147""","=""2026-07-16 10:29:59.147""","=""1784165399367.0999""","=""2026-07-16 10:29:59.367""",REFRESHING_SLOTS,슬롯 응답 shadow를 EMPTY로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,73825.10000000149,,,,0,15.5,73840.70000000298,,,none,EMPTY,,,,,,,,,,,,,,,,,,cycle:6:request:12,EXACT,6,,,,,,,,,,,,,,,,,,true,,,,,,73825.20000000298,3,body,,,,,,,260819,73791.89999999851,12,73825.10000000149,200,,,12,,,,,,false,,,,,,,,,,,,,,,false,73840.70000000298,,inactive_cycle,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",34,DATE_TOGGLE_CYCLE,trace,content,"=""1784165399383""","=""2026-07-16 10:29:59.383""","=""1784165399602.5999""","=""2026-07-16 10:29:59.602""",REFRESHING_SLOTS,날짜 토글 #7: NO_SLOT,,,,true,1784165399194.5,2026-08-18,,1784165399184.0999,,,,,,1784165399351.7998,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,0,,,,,,,,,warmup,,,,,,,,,,,,NO_SLOT,,,,,,11,,,,true,1784165399270.4,,1784165399224.0999,,,,1784165399328.9,,,,,,,,,,true,,false,live,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",35,AVAILABILITY_SHADOW,trace,content,"=""1784165399610""","=""2026-07-16 10:29:59.610""","=""1784165399829.4""","=""2026-07-16 10:29:59.829""",REFRESHING_SLOTS,슬롯 응답 shadow를 IRRELEVANT로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,74278.89999999851,,,,0,24.100000001490116,74303,,,none,IRRELEVANT,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,false,,,,,,74278.89999999851,3,body,,,,,,,260818,74197.89999999851,13,74278.89999999851,0,,,13,,,,,,false,,,,,,,,,,,,,,,false,74303,,untrusted_quality,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",36,DATE_TOGGLE_CYCLE,trace,content,"=""1784165399860""","=""2026-07-16 10:29:59.860""","=""1784165400079.7""","=""2026-07-16 10:30:00.079""",REFRESHING_SLOTS,날짜 토글 #8: NO_SLOT,,,,true,1784165399670.4,2026-08-18,,1784165399660,,,,,,1784165399829.7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,0,,,,,,,,,precision,,,,,,,,,,,,NO_SLOT,,,,,,12,,,,true,1784165399756.5999,,1784165399700,,,,1784165399832.7,,,,,,,,,,true,,false,live,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",37,AVAILABILITY_SHADOW,trace,content,"=""1784165400090""","=""2026-07-16 10:30:00.090""","=""1784165400309.5999""","=""2026-07-16 10:30:00.309""",REFRESHING_SLOTS,슬롯 응답 shadow를 IRRELEVANT로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,74763.89999999851,,,,0,19.30000000447035,74783.20000000298,,,none,IRRELEVANT,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,false,,,,,,74763.89999999851,3,body,,,,,,,260818,74694.89999999851,14,74763.89999999851,0,,,14,,,,,,false,,,,,,,,,,,,,,,false,74783.20000000298,,untrusted_quality,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",38,DATE_TOGGLE_CYCLE,trace,content,"=""1784165400343""","=""2026-07-16 10:30:00.343""","=""1784165400562.9""","=""2026-07-16 10:30:00.562""",REFRESHING_SLOTS,날짜 토글 #9: NO_SLOT,,,,true,1784165400170.4,2026-08-18,,1784165400160,,,,,,1784165400312.0999,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,0,,,,,,,,,precision,,,,,,,,,,,,NO_SLOT,,,,,,11,,,,true,1784165400249.2998,,1784165400200,,,,1784165400311.7998,,,,,,,,,,true,,false,live,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",39,AVAILABILITY_SHADOW,trace,content,"=""1784165400570""","=""2026-07-16 10:30:00.570""","=""1784165400789.5""","=""2026-07-16 10:30:00.789""",REFRESHING_SLOTS,슬롯 응답 shadow를 IRRELEVANT로 분류했습니다.,,,,,,,,,,,,,,,,,0,,,,,75255.79999999702,,,,0,7.300000004470348,75263.10000000149,,,none,IRRELEVANT,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,false,,,,,,75255.79999999702,3,body,,,,,,,260818,75191.5,15,75255.79999999702,0,,,15,,,,,,false,,,,,,,,,,,,,,,false,75263.10000000149,,untrusted_quality,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",40,AVAILABILITY_SHADOW,trace,content,"=""1784165400647""","=""2026-07-16 10:30:00.647""","=""1784165400867.2""","=""2026-07-16 10:30:00.867""",REFRESHING_SLOTS,슬롯 응답 shadow를 POPULATED로 분류했습니다.,,,,,,,,,,,,,,,,,4,"690,810,1020,1170",,,,75304.60000000149,,,,0,36.099999994039536,75340.79999999702,,,none,POPULATED,,,,,,,,,,,,,,,,,,cycle:9:request:16,EXACT,9,,,,,,,,,,,,,,,,,,true,,,,,,75304.70000000298,3,body,,,,,,,260819,75256.5,16,75304.60000000149,200,,1020,16,,,,,,false,,,,,,,,,,,,,,,false,75340.79999999702,,inactive_cycle,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",41,AVAILABILITY_SHADOW,trace,content,"=""1784165400664""","=""2026-07-16 10:30:00.664""","=""1784165400883.5999""","=""2026-07-16 10:30:00.883""",REFRESHING_SLOTS,body와 DOM 슬롯 후보를 비교했습니다.,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,dom,,,,,,,,,,,,,,,,,,,,NONE,10,,,,,,,,,,1020,75357.10000000149,,,,,75340.5,,,,88,85,true,,,,dom_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",42,DATE_TOGGLE_CYCLE,trace,content,"=""1784165400664""","=""2026-07-16 10:30:00.664""","=""1784165400883.7""","=""2026-07-16 10:30:00.883""",REFRESHING_SLOTS,날짜 토글 #10: SLOT_FOUND,,,,true,1784165400670.9,2026-08-18,,1784165400660,,,,,,1784165400831.2998,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,2,,,,,,,,,precision,,,,,,,,,,,,SLOT_FOUND,,,,,,3,,,,true,1784165400744.0999,,1784165400700,,,,1784165400791.7998,,,,,,,,,,true,,false,live,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",43,STATE_CHANGED,trace,content,"=""1784165400664""","=""2026-07-16 10:30:00.664""","=""1784165400883.9""","=""2026-07-16 10:30:00.883""",SLOT_DETECTED,오후 5:00 슬롯을 감지했습니다.,,,,,,,671,,11,1784165400660,1784165400670.9,precision,,,,53,,,,,,,,,,,,,,,,,,,,,MEDIUM,,,,,,220,,,,,,68,,,,,,,,,,,,,,,,state,,,,,,73476,,,,884,,,,,,,,,,,,,,,,,,,,,,,,SLOT_DETECTED,,,744,,,44,1784165400700,,,1784165400744.0999,precision,1784165400883.7998,slot_detected,,,,,,,,,1784165400831.2998
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",44,SLOT_DETECTED,info,content,"=""1784165400664""","=""2026-07-16 10:30:00.664""","=""1784165400884.0999""","=""2026-07-16 10:30:00.884""",,예약 조건과 일치하는 슬롯을 찾았습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,오후 5:00,1020,,,,,,,,,,,,,,,,,,,,,,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",45,SLOT_CLICKED,info,content,"=""1784165400671""","=""2026-07-16 10:30:00.671""","=""1784165400891.2""","=""2026-07-16 10:30:00.891""",SLOT_CLICK_DISPATCHED,오후 5:00 슬롯을 클릭했습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,오후 5:00,1020,,dispatched,,,,,,,,,,,,,,,,,,,,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",46,STATE_CHANGED,trace,content,"=""1784165400671""","=""2026-07-16 10:30:00.671""","=""1784165400891.2998""","=""2026-07-16 10:30:00.891""",SLOT_CLICK_DISPATCHED,오후 5:00 슬롯 클릭을 전달했습니다.,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,MEDIUM,,,,,,220,,,,,,68,,,,,,,,,,,,,,,,state,,,,,,73483,,,,891,,,,,,,,,,,,,,,,,,,오후 5:00,1020,,dispatched,,SLOT_CLICK_DISPATCHED,,,,,,,,,,,,1784165400891.2,slot_click_dispatched,,,,,,,,,
run-85a4f2c0-9ca5-41ac-b3b6-0334b53cf2f2,0.2.0,"=""1784165327185""","=""2026-07-16 10:28:47.185""","=""1784165403144""","=""2026-07-16 10:30:03.144""",HANDED_OFF,53,0,https://app.catchtable.co.kr/ct/shop/mokran,2026-08-19,3,"=""1784165400000""","=""2026-07-16 10:30:00.000""","=""1784166000000""","=""2026-07-16 10:40:00.000""",1020,1260,"{""availabilityProbeMode"":""empty_exit"",""dryRun"":false,""entryMode"":""auto"",""menuKeyword"":"""",""openAtMs"":1784165400000,""paymentMethodAutoAdvance"":true,""paymentMethodPolicy"":""selected_allowed"",""personCount"":3,""postSlotEnabled"":true,""preOpenLeadMs"":3000,""priorityTimes"":[],""reservationDate"":""2026-08-19"",""stopAtMs"":1784166000000,""tablePreference"":""any"",""targetUrl"":""https://app.catchtable.co.kr/ct/shop/mokran"",""timeRange"":{""endMinutes"":1260,""startMinutes"":1020},""toggleIntervalMs"":100}",47,STATE_CHANGED,trace,content,"=""1784165401257""","=""2026-07-16 10:30:01.257""","=""1784165401477.2""","=""2026-07-16 10:30:01.477""",SLOT_TRANSITION_CONFIRMED,후속 예약 화면 도착을 확인했습니다. 좌석 확보 여부는 최종 예약 전까지 확정할 수 없습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | - | + | 취소 | 확인,0,18,메뉴 선택,18,0,메뉴 선택,shop,0,,,,state,,,,,,,,,,,,,,exact,exact aria-label,ps-11b2299d,menu,,aria-label-v1,,,,,,,,,,,,,confirmed,,SLOT_TRANSITION_CONFIRMED,,,,,,,,,,,,,,,,,,,,,,
